stt,tinh,quan_huyen,xa_phuong,duong_pho,kc_duong_chinh,min_dorong_ngo,dien_tich,mat_tien,so_mattien,thoi_diem_hieu_luc,district,ward,REF_TINH_CODE,REF_HUYEN_CODE,REF_XA_CODE,don_gia1
72255,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Thượng Cát,Đường Tây Tựu,200,2.3,48,3.5,1,2022-01-11 00:00:00,bắc từ liêm,bắc từ liêm_thượng cát,148873,149087,195386,0.043541667
72268,Thành phố Hà Nội,Huyện Thạch Thất,Xã Dị Nậu,Đường liên thôn,0,6.1,59.40000001,4.63,1,2022-01-10 00:00:00,thạch thất,thạch thất_dị nậu,148873,152286,152349,0.035076667
72269,Thành phố Hà Nội,Quận Hoàng Mai,Phường Yên Sở,Tam Trinh,150,2,39,3.8,1,2022-01-10 00:00:00,hoàng mai,hòang mai_yên sở,148873,150379,195353,0.062923077
72276,Thành phố Hà Nội,Huyện Quốc Oai,Xã Ngọc Liệp,Đường Đồng Bụt,0,10,100,5,2,2022-01-11 00:00:00,quốc oai,quốc oai_ngọc liệp,148873,152080,152149,0.027493537
72297,Thành phố Hà Nội,Huyện Quốc Oai,Thị trấn Quốc Oai,Đường Bắc-Nam thị trấn Quốc Oai,0,40,107,8.8,2,2022-01-10 00:00:00,quốc oai,quốc oai_quốc oai,148873,152080,152081,0.075536833
72311,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,Hà Cầu,0,19,60,4.2,1,2022-01-11 00:00:00,hà đông,hà đông_phú la,148873,149779,195406,0.166666667
72331,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đường Kênh Giữa,50,2.8,64,4.3,1,2022-01-11 00:00:00,đông anh,đông anh_kim chung,148873,151363,151452,0.021345747
72388,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Thạch Cầu,0,10,90,6,1,2022-01-10 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.105555556
72389,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Thạch Cầu,0,10,110,5.5,1,2022-01-10 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.104545455
72390,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Thạch Cầu,0,10,108,4.5,1,2022-01-10 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.10462963
72399,Thành phố Hà Nội,Quận Hà Đông,Phường Phú La,Hà Cầu,0,19,50,10,1,2022-01-11 00:00:00,hà đông,hà đông_phú la,148873,149779,195406,0.160233984
72405,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,Tu Hoàng,120,1.66,50,4.59,1,2022-01-11 00:00:00,nam từ liêm,nam từ liêm_phương canh,148873,150671,195371,0.045
72406,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Phương Canh,Tu Hoàng,110,1.66,40.4,3.85,1,2022-01-11 00:00:00,nam từ liêm,nam từ liêm_phương canh,148873,150671,195371,0.041536222
72412,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Hát Môn,Đường liên thôn,20,3.5,53,5,1,2022-01-11 00:00:00,phúc thọ,phúc thọ_hát môn,148873,151998,152038,0.00810058
72451,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu,Ngô Sỹ Liên,20,2.5,42,5,1,2022-01-10 00:00:00,đống đa,đống đa_văn miếu,148873,149387,195300,0.132857143
72452,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu,Ngô Sỹ Liên,20,2,47,4,1,2022-01-10 00:00:00,đống đa,đống đa_văn miếu,148873,149387,195300,0.130212766
72453,Thành phố Hà Nội,Quận Đống Đa,Phường Văn Miếu,Ngô Sỹ Liên,20,2.5,30.3,6.12,2,2022-01-10 00:00:00,đống đa,đống đa_văn miếu,148873,149387,195300,0.158625741
72459,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường liên thôn,35,3,823,2.38,1,2022-01-10 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.00904
72470,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,25,3.8,85,4,1,2022-01-10 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.087418123
72475,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,400,2.5,35,4.86,1,2022-01-07 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.050571429
72476,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,540,2.5,30.80000001,3.94,1,2022-01-07 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.050121162
72484,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Xuân Mai,Quốc lộ 6A,0,20,75,5,2,2022-01-07 00:00:00,chương mỹ,chương mỹ_xuân mai,148873,151179,151180,0.034364444
72491,Thành phố Hà Nội,Huyện Ba Vì,Xã Đông Quang,Đường liên thôn,50,3.5,150,8,1,2022-01-07 00:00:00,ba vì,ba vì_đông quang,148873,151065,151133,0.005
72492,Thành phố Hà Nội,Huyện Ba Vì,Xã Đông Quang,Đường liên thôn,60,3.5,160,8,1,2022-01-07 00:00:00,ba vì,ba vì_đông quang,148873,151065,151133,0.005
72493,Thành phố Hà Nội,Huyện Ba Vì,Xã Đông Quang,Đường liên thôn,40,3.5,160,8,1,2022-01-07 00:00:00,ba vì,ba vì_đông quang,148873,151065,151133,0.005
72502,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đường Võ Văn Kiệt,850,3,54,4.5,1,2022-01-07 00:00:00,đông anh,đông anh_kim chung,148873,151363,151452,0.038888889
72503,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đường Võ Văn Kiệt,1000,3.6,110,7,1,2022-01-07 00:00:00,đông anh,đông anh_kim chung,148873,151363,151452,0.041818182
72504,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đường Võ Văn Kiệt,950,3.5,60,4,1,2022-01-07 00:00:00,đông anh,đông anh_kim chung,148873,151363,151452,0.043333333
72505,Thành phố Hà Nội,Huyện Đông Anh,Xã Kim Chung,Đường Võ Văn Kiệt,900,3.8,75,4.53,1,2022-01-07 00:00:00,đông anh,đông anh_kim chung,148873,151363,151452,0.040360943
72506,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,90,2.8,229,12.25,2,2022-01-07 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.017246667
72513,Thành phố Hà Nội,Huyện Thường Tín,Xã Ninh Sở,Đường liên xã Đông Mỹ- Vạn Phúc,210,5,49.50000002,3.95,1,2022-01-08 00:00:00,thường tín,thường tín_ninh sở,148873,152587,152643,0.022522197
72514,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Nội,100,2.5,61.5,5,2,2022-01-08 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.058861789
72515,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Nội,200,2.5,38,3.8,1,2022-01-08 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.047578947
72516,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,La Nội,190,2,50,3.89,2,2022-01-08 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.050850866
72549,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Bát Khối,250,7,43,4,1,2022-01-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.13255814
72550,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Bát Khối,200,7,30,3,1,2022-01-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.126666667
72588,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Đường Đê Vàng,300,3,46,4.5,1,2022-01-06 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.032173913
72589,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Đường Đê Vàng,250,2.5,42,3.5,1,2022-01-06 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.032142857
72590,Thành phố Hà Nội,Quận Long Biên,Phường Giang Biên,Đường Đê Vàng,200,2.9,88.3,11.23,1,2022-01-06 00:00:00,long biên,long biên_giang biên,148873,150530,195279,0.028335093
72598,Thành phố Hà Nội,Quận Thanh Xuân,Phường Nhân Chính,Hoàng Ngân,30,3,107.51,5.55,1,2022-01-10 00:00:00,thanh xuân,thanh xuân_nhân chính,148873,150965,195354,0.07502578
72604,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Nguyễn Lương Bằng,40,2,30,3.4,1,2022-01-07 00:00:00,đống đa,đống đa_nam đồng,148873,149387,195309,0.08133
72605,Thành phố Hà Nội,Quận Đống Đa,Phường Nam Đồng,Nguyễn Lương Bằng,70,2,30,3.5,1,2022-01-07 00:00:00,đống đa,đống đa_nam đồng,148873,149387,195309,0.0828
72606,Thành phố Hà Nội,Huyện Thạch Thất,Xã Chàng Sơn,Đường liên thôn,0,5.5,100,8.34,1,2022-01-07 00:00:00,thạch thất,thạch thất_chàng sơn,148873,152286,152355,0.071708176
72615,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Bát Khối,250,7,43,4,1,2022-01-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.13255814
72616,Thành phố Hà Nội,Quận Long Biên,Phường Long Biên,Bát Khối,200,7,30,3,1,2022-01-07 00:00:00,long biên,long biên_long biên,148873,150530,195287,0.126666667
72646,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Đê Liên Hồng,200,2,80,5,1,2022-01-08 00:00:00,đan phượng,đan phượng_liên hồng,148873,151297,151341,0.0135
72647,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Đê Liên Hồng,200,2,80,5,1,2022-01-08 00:00:00,đan phượng,đan phượng_liên hồng,148873,151297,151341,0.0135
72648,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Đê Liên Hồng,200,2,80,5,1,2022-01-08 00:00:00,đan phượng,đan phượng_liên hồng,148873,151297,151341,0.0135
72649,Thành phố Hà Nội,Huyện Đan Phượng,Xã Liên Hồng,Đê Liên Hồng,200,1.7,116.5,8.65,1,2022-01-08 00:00:00,đan phượng,đan phượng_liên hồng,148873,151297,151341,0.012285
72734,Thành phố Hà Nội,Huyện Thạch Thất,Xã Dị Nậu,Đường liên thôn,15,3.8,75,5,1,2022-01-10 00:00:00,thạch thất,thạch thất_dị nậu,148873,152286,152349,0.02
72735,Thành phố Hà Nội,Huyện Thạch Thất,Xã Dị Nậu,Đường liên thôn,10,3.8,74,4.9,1,2022-01-10 00:00:00,thạch thất,thạch thất_dị nậu,148873,152286,152349,0.01802
72749,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,390,2.6,181,18.62,2,2022-01-07 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.019143939
72802,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,360,2.6,185,11.15,1,2022-01-10 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.018645454
72807,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Lê Văn Lương,150,7,80,5.27,1,2022-01-10 00:00:00,cầu giấy,cầu giấy_trung hòa,148873,149252,195298,0.138975
72808,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Lê Văn Lương,150,7,80,5.2,1,2022-01-10 00:00:00,cầu giấy,cầu giấy_trung hòa,148873,149252,195298,0.138975
72809,Thành phố Hà Nội,Quận Cầu Giấy,Phường Trung Hòa,Lê Văn Lương,150,7,80,4.74,1,2022-01-10 00:00:00,cầu giấy,cầu giấy_trung hòa,148873,149252,195298,0.132227778
72812,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường trục làng nghề Tam Hiệp: Từ giáp Quốc lộ 32 đến giáp đình Thượng Hiệp,0,5,55.4,4.04,1,2022-01-10 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.061
72820,Thành phố Hà Nội,Huyện Thường Tín,Xã Văn Phú,Đường 427b,875,2,94,2,1,2022-01-07 00:00:00,thường tín,thường tín_văn phú,148873,152587,152653,0.007483333
72821,Thành phố Hà Nội,Huyện Thường Tín,Xã Ninh Sở,Đường liên xã Đông Mỹ- Vạn Phúc,200,5,55,4,1,2022-01-07 00:00:00,thường tín,thường tín_ninh sở,148873,152587,152643,0.023272727
72822,Thành phố Hà Nội,Huyện Thường Tín,Xã Ninh Sở,Đường liên xã Đông Mỹ- Vạn Phúc,90,4,40,4.1,1,2022-01-07 00:00:00,thường tín,thường tín_ninh sở,148873,152587,152643,0.02425
72823,Thành phố Hà Nội,Huyện Thường Tín,Xã Ninh Sở,Đường liên xã Đông Mỹ- Vạn Phúc,220,5,93,6,1,2022-01-07 00:00:00,thường tín,thường tín_ninh sở,148873,152587,152643,0.023052424
72831,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Côn,Vân Côn,100,6,102,5,1,2022-01-07 00:00:00,hoài đức,hòai đức_vân côn,148873,151598,151667,0.037598039
72832,Thành phố Hà Nội,Huyện Hoài Đức,Xã Vân Côn,Vân Côn,140,5.7,40,11.76,1,2022-01-07 00:00:00,hoài đức,hòai đức_vân côn,148873,151598,151667,0.034314686
72861,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường Đồng Vàng,50,5.5,100,5,1,2022-01-09 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.026
72862,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường Đồng Vàng,80,5.5,100,5,1,2022-01-09 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.026
72863,Thành phố Hà Nội,Huyện Thạch Thất,Xã Phùng Xá,Đường Đồng Vàng,70,5.5,116.2,7.5,1,2022-01-09 00:00:00,thạch thất,thạch thất_phùng xá,148873,152286,152359,0.026493333
72891,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Thiên Đức,0,12,51,4.3,1,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151552,0.044117647
72891,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Thiên Đức,0,12,51,4.3,1,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151481,0.044117647
72902,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Tây Mỗ,150,1.8,56.59999999,4.1,1,2022-01-07 00:00:00,nam từ liêm,nam từ liêm_tây mỗ,148873,150671,195374,0.046432534
72920,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Hồng Tiến,100,9,96,5,1,2022-01-07 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.199933333
72921,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Hồng Tiến,100,9,85,5,1,2022-01-07 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.219924706
72922,Thành phố Hà Nội,Quận Long Biên,Phường Bồ Đề,Hồng Tiến,150,9,85,5,1,2022-01-07 00:00:00,long biên,long biên_bồ đề,148873,150530,195285,0.219924706
72923,Thành phố Hà Nội,Huyện Phúc Thọ,Xã Tam Hiệp,Đường liên thôn,100,2,175,8.3,1,2022-01-07 00:00:00,phúc thọ,phúc thọ_tam hiệp,148873,151998,152056,0.01005463
72944,Thành phố Hà Nội,Quận Ba Đình,Phường Đội Cấn,Đội Cấn,200,2,43.3,4.3,1,2022-01-07 00:00:00,ba đình,ba đình_đội cấn,148873,148874,195247,0.08291455
72950,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Phú Nghĩa,Đường Liên Xã,300,3,200,8,1,2022-01-08 00:00:00,chương mỹ,chương mỹ_phú nghĩa,148873,151179,151249,0.0095
72951,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Phú Nghĩa,Đường Liên Xã,300,3,200,8,1,2022-01-08 00:00:00,chương mỹ,chương mỹ_phú nghĩa,148873,151179,151249,0.0095
72964,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Chúc Sơn,Tỉnh lộ 419 (đoạn qua thị trấn Chúc Sơn),200,2.5,129,7.6,1,2022-01-06 00:00:00,chương mỹ,chương mỹ_chúc sơn,148873,151179,195437,0.014728682
72965,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Chúc Sơn,Tỉnh lộ 419 (đoạn qua thị trấn Chúc Sơn),200,2.7,98,7.65,1,2022-01-06 00:00:00,chương mỹ,chương mỹ_chúc sơn,148873,151179,195437,0.014285714
72966,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Chúc Sơn,Tỉnh lộ 419 (đoạn qua thị trấn Chúc Sơn),200,2,66,4.5,1,2022-01-06 00:00:00,chương mỹ,chương mỹ_chúc sơn,148873,151179,195437,0.011363636
72967,Thành phố Hà Nội,Huyện Chương Mỹ,Thị trấn Chúc Sơn,Tỉnh lộ 419 (đoạn qua thị trấn Chúc Sơn),210,2,109.6,3,1,2022-01-06 00:00:00,chương mỹ,chương mỹ_chúc sơn,148873,151179,195437,0.011718287
72981,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Phan Đăng Lưu,0,12,120,5,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151552,0.054833333
72981,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Phan Đăng Lưu,0,12,120,5,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151481,0.054833333
72982,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Phan Đăng Lưu,0,12,60,5,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151552,0.0555
72982,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Phan Đăng Lưu,0,12,60,5,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151481,0.0555
72983,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Thiên Đức,0,15,190,10,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151552,0.044378137
72983,Thành phố Hà Nội,Huyện Gia Lâm,Xã Yên Viên,Đường Thiên Đức,0,15,190,10,2,2022-01-10 00:00:00,gia lâm,gia lâm_yên viên,148873,151480,151481,0.044378137
73034,Thành phố Hà Nội,Quận Ba Đình,Phường Liễu Giai,Đội Cấn,90,1.9,45.8,9.8,1,2022-01-07 00:00:00,ba đình,ba đình_liễu giai,148873,148874,195242,0.089377604
73038,Thành phố Hà Nội,Huyện Hoài Đức,Xã Minh Khai,Đê Tả Đáy,80,15,62.50000001,5,1,2022-01-07 00:00:00,hoài đức,hòai đức_minh khai,148873,151598,151659,0.039513219
73039,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Thụy Hương,Đường liên thôn,50,2.7,98,7.65,1,2022-01-07 00:00:00,chương mỹ,chương mỹ_thụy hương,148873,151179,195439,0.015510204
73040,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Thụy Hương,Đường liên thôn,0,4,50,4.65,1,2022-01-07 00:00:00,chương mỹ,chương mỹ_thụy hương,148873,151179,195439,0.0186
73041,Thành phố Hà Nội,Huyện Chương Mỹ,Xã Trung Hòa,Đường Liên Xã,0,7,110,9.16,2,2022-01-08 00:00:00,chương mỹ,chương mỹ_trung hòa,148873,151179,151279,0.016568307
73081,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,100,2.8,30,3.87,1,2022-01-10 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.086775
73082,Thành phố Hà Nội,Quận Bắc Từ Liêm,Phường Xuân Đỉnh,Xuân Đỉnh,30,3.8,84,3.86,1,2022-01-10 00:00:00,bắc từ liêm,bắc từ liêm_xuân đỉnh,148873,149087,195392,0.079493587
73143,Thành phố Hà Nội,Quận Tây Hồ,Phường Bưởi,Thụy Khuê,300,2,35,3.5,1,2022-01-09 00:00:00,tây hồ,tây hồ_bưởi,148873,150889,195275,0.078857143
73170,Thành phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,Gia Quất,50,1.7,35,4,1,2022-01-10 00:00:00,long biên,long biên_thượng thanh,148873,150530,195277,0.044
73171,Thành phố Hà Nội,Quận Long Biên,Phường Thượng Thanh,Gia Quất,40,1.74,32,3,1,2022-01-10 00:00:00,long biên,long biên_thượng thanh,148873,150530,195277,0.044939949
73195,Thành phố Hà Nội,Huyện Đan Phượng,Thị trấn Phùng,Phố Phùng Hưng,20,2,46.4,3.6,2,2022-01-07 00:00:00,đan phượng,đan phượng_phùng,148873,151297,151298,0.025862069
73196,Thành phố Hà Nội,Huyện Đan Phượng,Thị trấn Phùng,Phố Phùng Hưng,100,4,71,4.1,2,2022-01-07 00:00:00,đan phượng,đan phượng_phùng,148873,151297,151298,0.033802817
73262,Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,Đông Thiên,80,2.5,33,3.3,1,2022-01-07 00:00:00,hoàng mai,hòang mai_vĩnh hưng,148873,150379,195341,0.062421212
73263,Thành phố Hà Nội,Quận Hoàng Mai,Phường Vĩnh Hưng,Đông Thiên,50,2.5,30,3.5,2,2022-01-07 00:00:00,hoàng mai,hòang mai_vĩnh hưng,148873,150379,195341,0.066966667
73308,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,120,3,100,4.09,1,2022-01-09 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.014735862
73331,Thành phố Hà Nội,Huyện Quốc Oai,Thị trấn Quốc Oai,Đường Bắc-Nam thị trấn Quốc Oai,120,24,98,6,2,2022-01-07 00:00:00,quốc oai,quốc oai_quốc oai,148873,152080,152081,0.075510204
73332,Thành phố Hà Nội,Huyện Quốc Oai,Thị trấn Quốc Oai,Đường Bắc-Nam thị trấn Quốc Oai,150,25,60,5,1,2022-01-07 00:00:00,quốc oai,quốc oai_quốc oai,148873,152080,152081,0.071081797
73345,Thành phố Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,Đất ở khu dân cư nông thôn (Xã Mỹ Hưng),450,4.5,56.3,3.6,1,2022-01-07 00:00:00,thanh oai,thanh oai_mỹ hưng,148873,152384,152464,0.035346359
73346,Thành phố Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,Đất ở khu dân cư nông thôn (Xã Mỹ Hưng),400,4.5,79.3,4.5,1,2022-01-07 00:00:00,thanh oai,thanh oai_mỹ hưng,148873,152384,152464,0.037490542
73347,Thành phố Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,Đất ở khu dân cư nông thôn (Xã Mỹ Hưng),400,4.5,57,3.7,1,2022-01-07 00:00:00,thanh oai,thanh oai_mỹ hưng,148873,152384,152464,0.034912281
73348,Thành phố Hà Nội,Huyện Thanh Oai,Xã Mỹ Hưng,Đất ở khu dân cư nông thôn (Xã Mỹ Hưng),400,4.2,71,6.2,1,2022-01-07 00:00:00,thanh oai,thanh oai_mỹ hưng,148873,152384,152464,0.03600988
73401,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Đường Ninh Hiệp,500,6,115,6.5,1,2022-01-06 00:00:00,gia lâm,gia lâm_ninh hiệp,148873,151480,151554,0.191304348
73402,Thành phố Hà Nội,Huyện Gia Lâm,Xã Ninh Hiệp,Đường Ninh Hiệp,550,4,98,6.2,2,2022-01-06 00:00:00,gia lâm,gia lâm_ninh hiệp,148873,151480,151554,0.197196558
73415,Thành phố Hà Nội,Quận Long Biên,Phường Đức Giang,Đức Giang,150,6,90,5,2,2022-01-10 00:00:00,long biên,long biên_đức giang,148873,150530,195280,0.071111111
73431,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Quỳnh Lôi,Hồng Mai,165,2,30,3,2,2022-01-07 00:00:00,hai bà trưng,hai bà trưng_quỳnh lôi,148873,149556,195337,0.06739
73452,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,300,3,133.5,6,1,2022-01-07 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.011985019
73482,Thành phố Hà Nội,Huyện Thạch Thất,Xã Dị Nậu,Đường liên thôn,0,8,228,9.84,2,2022-01-10 00:00:00,thạch thất,thạch thất_dị nậu,148873,152286,152349,0.02351
73485,Thành phố Hà Nội,Quận Nam Từ Liêm,Phường Tây Mỗ,Hữu Hưng,120,1.8,149.7,8.65,2,2022-01-07 00:00:00,nam từ liêm,nam từ liêm_tây mỗ,148873,150671,195374,0.043283903
73487,Thành phố Hà Nội,Huyện Đan Phượng,Xã Đồng Tháp,Đường quốc lộ 32: Đoạn qua địa phận xã Đồng Tháp,0,10,80,4.2,2,2022-01-07 00:00:00,đan phượng,đan phượng_đồng tháp,148873,151297,151333,0.039375
73514,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,300,4,80,4,1,2022-01-07 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.01375
73515,Thành phố Hà Nội,Huyện Đan Phượng,Xã Hồng Hà,Đê Hồng Hà,680,3,94.4,4.5,1,2022-01-07 00:00:00,đan phượng,đan phượng_hồng hà,148873,151297,151337,0.011173895
73516,Thành phố Hà Nội,Huyện Thạch Thất,Xã Hữu Bằng,Đường liên xã,400,2.8,126.6,5.22,1,2022-01-07 00:00:00,thạch thất,thạch thất_hữu bằng,148873,152286,152361,0.018162667
73525,Thành phố Hà Nội,Quận Hai Bà Trưng,Phường Thanh Lương,Bạch Đằng,100,3.5,52.22,3.56,1,2022-01-09 00:00:00,hai bà trưng,hai bà trưng_thanh lương,148873,149556,195329,0.084014654
73527,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Định Công,15,3,30,3.2,1,2022-01-09 00:00:00,hoàng mai,hòang mai_định công,148873,150379,195342,0.071333333
73528,Thành phố Hà Nội,Quận Hoàng Mai,Phường Định Công,Định Công,250,2,32,3.7,1,2022-01-09 00:00:00,hoàng mai,hòang mai_định công,148873,150379,195342,0.056242188
73530,Thành phố Hà Nội,Huyện Thạch Thất,Xã Canh Nậu,Đường liên thôn,140,2.2,77.5,9.77,2,2022-01-06 00:00:00,thạch thất,thạch thất_canh nậu,148873,152286,152353,0.008735
73541,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,LÊ TRỌNG TẤN,300,2,41.3,3.3,1,2022-01-06 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.046004843
73542,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,LÊ TRỌNG TẤN,300,2.2,36,3.5,1,2022-01-06 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.05
73543,Thành phố Hà Nội,Quận Hà Đông,Phường Dương Nội,LÊ TRỌNG TẤN,300,1.8,30,4.5,1,2022-01-06 00:00:00,hà đông,hà đông_dương nội,148873,149779,195413,0.048333333
73555,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,150,2.2,51,3,1,2022-01-10 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.049019608
73556,Thành phố Hà Nội,Quận Long Biên,Phường Thạch Bàn,Đường Ngọc Trì,150,1.9,37,5.07,1,2022-01-10 00:00:00,long biên,long biên_thạch bàn,148873,150530,195288,0.046336846
